index,group,obst_id,surface,face,external_flux_kw_m2,x,y,z
0,RADM,A01.stl,E-玻璃纤维,+z,245,0.05000000000000002,0.0,-0.165
1,RADM,A01.stl,E-玻璃纤维,+z,245,0.05000000000000002,0.0,0.23500000000000001
2,RADM,A01.stl,E-玻璃纤维,+z,245,0.15000000000000002,0.0,-0.265
3,RADM,A01.stl,E-玻璃纤维,+z,245,0.15000000000000002,-0.15000000000000002,-0.165
4,RADM,A01.stl,E-玻璃纤维,+z,245,0.15000000000000002,0.15000000000000002,-0.165
5,RADM,A01.stl,E-玻璃纤维,+z,245,0.15000000000000002,-0.15000000000000002,0.23500000000000001
6,RADM,A01.stl,E-玻璃纤维,+z,245,0.15000000000000002,0.15000000000000002,0.23500000000000001
7,RADM,A01.stl,E-玻璃纤维,+z,245,0.15000000000000002,0.0,0.33499999999999996
8,RADM,A01.stl,E-玻璃纤维,+z,245,0.25,-0.15000000000000002,-0.265
9,RADM,A01.stl,E-玻璃纤维,+z,245,0.25,0.15000000000000002,-0.265
10,RADM,A01.stl,E-玻璃纤维,+z,245,0.25,-0.25,-0.165
11,RADM,A01.stl,E-玻璃纤维,+z,245,0.25,0.25,-0.165
12,RADM,A01.stl,E-玻璃纤维,+z,245,0.25,-0.25,0.23500000000000001
13,RADM,A01.stl,E-玻璃纤维,+z,245,0.25,0.25,0.23500000000000001
14,RADM,A01.stl,E-玻璃纤维,+z,245,0.25,-0.15000000000000002,0.33499999999999996
15,RADM,A01.stl,E-玻璃纤维,+z,245,0.25,0.15000000000000002,0.33499999999999996
16,RADM,A01.stl,E-玻璃纤维,+z,245,0.30000000000000004,0.0,-0.365
17,RADM,A01.stl,E-玻璃纤维,+z,245,0.30000000000000004,0.0,0.43500000000000005
18,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,-0.15000000000000002,-0.365
19,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,0.15000000000000002,-0.365
20,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,-0.25,-0.265
21,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,0.25,-0.265
22,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,-0.35,-0.165
23,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,0.35,-0.165
24,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,-0.35,0.23500000000000001
25,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,0.35,0.23500000000000001
26,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,-0.25,0.33499999999999996
27,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,0.25,0.33499999999999996
28,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,-0.15000000000000002,0.43500000000000005
29,RADM,A01.stl,E-玻璃纤维,+z,245,0.35,0.15000000000000002,0.43500000000000005
30,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,-0.25,-0.365
31,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,0.25,-0.365
32,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,-0.35,-0.265
33,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,0.35,-0.265
34,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,-0.45,-0.065
35,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,0.45,-0.065
36,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,-0.45,0.135
37,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,0.45,0.135
38,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,-0.35,0.33499999999999996
39,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,0.35,0.33499999999999996
40,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,-0.25,0.43500000000000005
41,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,0.25,0.43500000000000005
42,RADM,A01.stl,E-玻璃纤维,+z,245,0.45,0.0,0.535
43,RADM,A01.stl,E-玻璃纤维,+z,245,0.5,0.0,-0.46499999999999997
44,RADM,A01.stl,E-玻璃纤维,+z,245,0.5,-0.15000000000000002,0.535
45,RADM,A01.stl,E-玻璃纤维,+z,245,0.5,0.15000000000000002,0.535
46,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,-0.35,-0.365
47,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,0.35,-0.365
48,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,-0.45,-0.265
49,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,0.45,-0.265
50,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,-0.45,0.33499999999999996
51,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,0.45,0.33499999999999996
52,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,-0.35,0.43500000000000005
53,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,0.35,0.43500000000000005
54,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,-0.25,0.535
55,RADM,A01.stl,E-玻璃纤维,+z,245,0.55,0.25,0.535
56,RADM,A01.stl,E-玻璃纤维,+z,245,0.6,-0.25,-0.46499999999999997
57,RADM,A01.stl,E-玻璃纤维,+z,245,0.6,0.25,-0.46499999999999997
58,RADM,A01.stl,E-玻璃纤维,+z,245,0.6,0.0,0.635
59,RADM,A01.stl,E-玻璃纤维,+z,245,0.6499999999999999,0.0,-0.565
60,RADM,A01.stl,E-玻璃纤维,+z,105,0.6499999999999999,-0.55,-0.165
61,RADM,A01.stl,E-玻璃纤维,+z,245,0.6499999999999999,0.55,-0.165
62,RADM,A01.stl,E-玻璃纤维,+z,105,0.6499999999999999,-0.55,0.23500000000000001
63,RADM,A01.stl,E-玻璃纤维,+z,245,0.6499999999999999,0.55,0.23500000000000001
64,RADM,A01.stl,E-玻璃纤维,+z,245,0.6499999999999999,-0.45,0.43500000000000005
65,RADM,A01.stl,E-玻璃纤维,+z,245,0.6499999999999999,0.45,0.43500000000000005
66,RADM,A01.stl,E-玻璃纤维,+z,245,0.6499999999999999,-0.35,0.535
67,RADM,A01.stl,E-玻璃纤维,+z,245,0.6499999999999999,0.35,0.535
68,RADM,A01.stl,E-玻璃纤维,+z,245,0.6499999999999999,-0.15000000000000002,0.635
69,RADM,A01.stl,E-玻璃纤维,+z,245,0.6499999999999999,0.15000000000000002,0.635
70,RADM,A01.stl,E-玻璃纤维,+z,245,0.7,-0.15000000000000002,-0.565
71,RADM,A01.stl,E-玻璃纤维,+z,245,0.7,0.15000000000000002,-0.565
72,RADM,A01.stl,E-玻璃纤维,+z,245,0.7,-0.35,-0.46499999999999997
