yield_kt,t_max_s,pulse_end_s,effective_width_s,I_norm
1,0.044,0.6899984378656103,0.09576319198763475,2.1764361815371536
20,0.15484075300446565,2.428179038432184,0.33700101721537673,2.1764361815371536
100,0.304405627204332,4.773622892011146,0.6625194209110187,2.1764361815371536
1000,0.8006683777883926,12.555907498235984,1.7426036268313163,2.1764361815371536
